"","Family Size","Males","Females","Natives","Not Natives","Male Occupation","Female Occupation","Born.slaves","Can.read","Can.write"
"2620",2,1,1,2,0,"Brick Yard $6 w","House Cleaning $1.75 w",0,0,2
"2622",6,3,3,5,1,"Drayman  $5.00 w","Homooy sells $8.00 w",0,1,1
"2623",4,2,2,2,2,"Jobbing  $4.00 w","Washing",0,1,0
"2626",3,1,2,0,3,"Rases Flags","Same",1,1,0
"2628",2,1,1,2,0,"Carman $4.50 w","Washing & Ironing",0,1,0
"2630",4,1,3,1,3,"Hod Carrier $6.75 w","Washing",1,0,2
"2631",6,4,2,6,0,"Carter (his own) $6 w","Washing & Ironing",0,1,1
"2632",5,3,2,1,0,"Porter  $6.00","Washing & sewing",0,1,3
"2634",2,1,1,2,0,"Carter  $6 w","Washing (not regularly) $1.00 w",0,0,2
"2635",6,2,4,6,0,"Dentist  $1200 y","Ornamental Hair Dresser",0,0,6
"2636",2,1,1,2,0,"Coachman $18 Mo","Mantua Maker $3.00 w",0,1,0
"2637",3,2,1,2,1,"Labourer $4.50 Wee","Wash $1.75 Wee",0,0,0
"2638",4,1,3,4,0,"Brick Yard $28 mo","unemployed",0,0,4
"2639",3,2,1,3,0,"Brick Maker $30 mo","Dress Maker",0,0,2
"2640",4,2,2,4,0,"Laborer $5 w","Washing $1.50 w",0,2,0
"2641",2,1,1,2,0,"Laborer $6 w","Washing & Ironing",0,0,2
"2642",5,2,3,4,1,"Laborer $4.00w","Washing",0,1,0
"2643",4,2,2,0,4,"Farmer","Washing & Ironing",1,0,0
"2644",7,4,3,7,0,"Coachman  $12.00 mo","Washing",0,0,0
"2645",5,2,3,5,0,"Brick Maker $6 w","Washing $1.50 w",0,1,0
"2648",3,1,2,1,2,"Laborer in Lumber Yard  $6.00 w","Washing",1,1,0
"2649",6,3,3,0,6,"Jobbing  $7.00","General work",0,1,0
"2651",3,2,1,3,0,"Coachman  $12.00mo","Washing",0,2,0
"2657",2,1,1,0,0,"Dealer in second hand cloths  $8.00","Mantua maker",0,0,2
"2659",2,1,1,2,0,"Coachman $12 mo","Washing & Ironing",0,2,0
"2660",2,1,1,0,2,"Laborer $4 Wee","keeps the house",0,0,0
"2661",2,1,1,2,0,"Laborer $4.50 Wee","keeps the house",1,0,0
"2662",5,3,2,0,5,"Public Porter $6 w","House Cleaning",0,0,2
"2665",8,4,4,8,0,"Porter in store $7.50 w","Whitewashing $5.00 w",0,5,3
"2668",4,2,2,4,0,"Coal Yard $6 Wee","Washing $1.75 Wee",1,4,2
"2669",3,1,2,0,3,"Laborer $7.50 w","Washing & Ironing",0,1,1
"2674",8,4,4,8,0,"Porter in store  $25 mo","General Work",0,1,3
"2675",5,1,4,4,1,"Sailor $17 month","Wash $2 Wee",1,2,1
"2679",3,2,1,1,2,"Whitewasher $3.50 w","unemployed",1,0,0
"2680",7,3,4,7,0,"Coffee Roaster  $5.00w","Washing",0,1,0
"2682",6,1,5,0,6,"Laborer","Washing & Sewing",0,0,6
"2683",5,2,3,5,0,"Coffee Roaster $5 w ","Seamstress",0,0,1
"2684",5,2,3,5,0,"Jobbing $4 w","Washing & Ironing",0,0,2
"2685",6,4,2,4,2,"Dealer in Oysters $4.00 wee","Deals in Vegtables $2.00 wee",1,4,0
"2686",11,4,7,9,2,"Wood Sawyer $1.50 w","Washing",2,0,5
"2687",5,3,2,5,0,"Tanner  $6 w","Washing",0,0,1
"2690",5,2,3,5,0,"Brick Maker $6.00w","House Cleaning",0,1,0
"2691",3,2,1,0,3,"Drayman $5 w ","Seamstress",0,0,2
"2692",3,1,2,3,0,"Waiter  $12 mo","Washing",0,0,0
"2693",3,1,2,3,0,"Waiter $12.00 mo","Mantua Maker $4.00 w",0,0,3
"2696",5,2,3,0,0,"Jobbing  $6.00","Washing",0,1,3
"2697",2,1,1,0,0,"Laborer  $5.00","Washing",0,1,1
"2698",3,1,2,3,0,"Waiter  $10.00 mo","House Cleaning",0,1,1
"2700",2,1,1,2,0,"Labourer $5 Wee","Washing $75 cts Wee",0,1,0
"2702",8,5,3,7,1,"Laborer in Coal Yard $5 w","Whitewashing",1,0,3
"2703",3,2,1,1,2,"Jobbing $5 w","Washing & Ironing",2,0,1
"2704",7,2,5,4,3,"Tanner $5.50 w","Washing",0,1,3
"2706",11,6,5,9,2,"Tanner  $7.00","Washing",1,4,2
"2709",5,1,4,5,0,"Carter  $8.00 w","Mantua Maker  $2.00 w",0,0,4
"2710",7,2,5,7,0,"Hod Carrier $6.75 w","Washing",0,1,0
"2713",1,1,0,0,0,"Jobbing  $5.00","",0,1,0
"2714",7,4,3,0,0,"Jobbing  $8.00","Washing",0,1,2
"2715",6,3,3,6,0,"Public Porter  $5.00","Washing  ",0,1,3
"2718",7,4,3,5,2,"Laborer $5.00 w","House Cleaning",0,0,0
"2719",2,1,1,2,0,"Hod Carrier  $6.75 w","House cleaning",0,1,0
"2724",2,1,1,2,0,"Laborer  $5.00","Washing 2 days per week  .75",0,1,0
"2725",9,6,3,9,0,"Brick Maker $6 w","Cooking $3.00 w",0,5,3
"2727",4,1,3,4,0,"Laborer  $5.00","Unemployed",0,2,0
"2728",7,6,1,7,0,"Musician $300 y","General Work $1.50 w",0,2,0
"2731",5,3,2,5,0,"1 Porter $4.00, 1 Tanner $6.00","Washing and Boarders $7.00",0,0,0
"2732",2,1,1,2,0,"Coachman $12 mo","House Cleaning",0,1,0
"2733",3,1,2,3,0,"Water $10.00 Mon","Washing .50 Wee",1,2,1
"2734",5,2,3,5,0,"Jobbing  $4.00 w","Washing",0,0,0
"2735",5,2,3,2,3,"Laborer  $3.50 w","Washing",0,0,0
"2738",2,1,1,2,0,"Seaman","Cook",0,0,0
"2739",2,1,1,2,0,"Jobbing  $6.00","Cook  $1.25 w",0,0,1
"2740",4,2,2,4,0,"Dealer in rope boxes  $6.00w","Washing",0,2,1
"2741",5,2,3,4,1,"Tanner  $6 w","House Cleaning",1,0,1
"2744",8,3,5,8,0,"Brick Yard $30 mo","Seamstress",0,2,4
"2745",6,1,5,6,0,"Waiter  $10.00mo","Washing and Ironing",0,1,0
"2746",6,2,4,6,0,"Laborer $3.50 w","General Work",0,1,0
"2747",3,1,2,3,0,"Jobbing $2 w","unemployed",0,0,0
"2748",2,1,1,1,1,"Oysters $6 Wee","keeps the house",0,1,0
"2750",3,2,1,3,0,"Hod Carrier $6.75 w","Washing & Ironing",0,1,0
"2751",2,1,1,2,0,"Jobbing  $6.00","Washing",0,1,0
"2752",4,2,2,4,0,"Laborer $30 mo","House Cleaning",0,1,0
"2754",4,2,2,4,0,"Coachman $20.00 Mo","Washing & ironing",0,0,2
"2755",3,1,2,3,0,"Waiter $16 mo","Washing & Ironing",0,3,0
"2757",4,1,3,3,1,"Wayter$6.00 Wee","Wash $1.75 Wee",1,3,1
"2758",2,1,1,2,0,"Works In Market  $6.00 w","Washing",0,0,2
"2759",3,1,2,2,1,"Coachman $12.00 Mon","Washing $1.50 Wee",1,1,0
"2761",2,1,1,2,0,"Laborer  $7.50 w","Washing",0,1,0
"2763",7,4,3,7,0,"Tanner $7.50 w","Keeps small shop $6.00 w",0,0,3
"2765",4,2,2,4,0,"Water $10.00 Mon","Want Work",0,3,1
"2766",4,1,3,1,3,"Porter $5 Wee","Washing $3 Wee",2,3,1
"2767",5,4,1,5,0,"Public Waiter  $30 mo","Washing",0,1,2
"2771",5,3,2,3,2,"Coachman $12 Mon","Washing $1 Wee",0,0,0
"2772",3,2,1,1,0,"Tanner  $1.50  w","Washing & Ironing",1,0,1
"2773",6,3,3,4,2,"Hod Carrier $6.75 w","Washing Whitewashing",0,0,0
"2775",4,2,2,1,3,"Brick Maker $6 w","unemployed",0,1,1
"2776",3,2,1,3,0,"Brick moulder  $7.00 w","General work",0,1,1
"2777",5,3,2,5,0,"Plasterer $6.00 w","House Cleaning",0,0,0
"2778",2,1,1,2,0,"Hod Carrier $6.75 w","Washing",0,0,0
"2779",7,2,5,5,2,"Laborer  $5.00 w","Washing",0,1,0
"2780",5,2,3,5,0,"Tanner $7.00","Washing",0,1,2
"2781",4,1,3,1,3,"Seaman","Washing & Ironing",1,1,0
"2782",2,1,1,2,0,"Laber $4 Wee","Washing 75 cts Wee",1,0,1
"2783",2,1,1,1,1,"Carter $6 Wee","Washing $1.50 Wee",1,1,0
"2785",6,5,1,6,0,"Jobbing $5.00 w","Washing & Ironing",0,1,5
"2787",3,2,1,0,3,"Brick Mason $7 w","Unemployed",0,0,1
"2788",4,1,3,3,1,"Whitewasher  $200 y","Washing and ironing  $3.50 w",1,0,2
"2789",3,1,2,3,0,"Laborer on  Steamboat $5 w","Cook $1.50 w",0,0,0
"2793",2,1,1,2,0,"Hod Carrier $6.75 w","Washing",0,0,0
"2794",2,1,1,2,0,"Public Porter $7 w","Washing & Ironing",0,0,0
"2795",3,1,2,3,0,"Tanner  $6 w","Boarders & Washing",0,1,0
"2796",8,5,3,6,2,"Shave shingles $5 Wee","Washing $2 Wee",0,3,2
"2797",4,3,1,4,0,"Brick Maker $6.00w","Washing",0,1,0
"2798",3,1,2,3,0,"Brick Maker $30 mo","Washing & Ironing",0,0,2
"2801",11,4,7,8,3,"Carter $6.00 Wee","Washing $2.00 We",1,7,2
"2802",4,1,3,4,0,"Dealer in S hand Clothes  $10 w","Shirt maker",0,0,1
"2803",2,1,1,2,0,"Jobbing $6 w","Washing",0,0,0
"2806",6,3,3,6,0,"Laborer in Coal Yard $6 w","Whitewashing",0,1,1
"2807",4,2,2,4,0,"Jobbing","Washing ",0,0,0
"2808",2,1,1,2,0,"Whitewashing Waiting &c&c  $39.00mo","General Work",0,1,1
"2809",2,1,1,2,0,"Carter  $6 w","Washing  $2 w regularly",0,0,0
"2811",5,3,2,5,0,"Hod Carrier $6.75 w","Washing",0,1,0
"2813",8,5,3,8,0,"Carter $5.00 w","House Cleaning",0,0,3
"2818",4,1,3,4,1,"Laber $4 Wee","wants work",0,0,0
"2819",8,4,4,1,7,"Wood Sawyer $4 w","Washing",0,2,1
"2820",2,1,1,1,1,"Drayman $5 w","Washing",0,0,0
"2821",4,3,1,4,0,"Jobbing","Washing",0,1,0
"2822",4,3,1,4,0,"Jobbing","Washing",0,1,0
"2823",5,4,1,5,0,"Sink Cleaner 5","Cooking pen $2.00 w",0,0,1
"2826",4,2,2,4,0,"Laborer  $5.00 w","General Work",0,2,0
"2827",5,2,3,4,1,"Coachman $5 Wee","keeps big house",0,1,1
"2828",9,5,4,9,0,"Waiter $10..mo","House Cleaning",0,1,1
"2831",4,3,1,4,0,"Tanner  $6.00w","Washing & Ironing $3.00 w",0,0,2
"2832",2,1,1,2,0,"Laborer  $5 w","Sewing",1,0,1
"2835",9,5,4,9,0,"Porter in Store $6.00w","Washing & Ironing $2.50 w",0,1,3
"2836",3,1,2,3,0,"House Carpenter  $10 w","Washing",0,0,2
"2838",8,5,3,8,0,"Brick Maker $34 mo","House Cleaning",0,0,0
"2840",2,1,1,0,0,"Labour $4 Wee","Washing $1.50 Wee",2,1,0
"2841",3,1,2,0,2,"Man helpless","Washing $1.50 Wee",3,0,1
"2844",2,1,1,2,0,"Carter  $6.00","House cleaning",0,1,0
"2845",3,1,2,3,0,"Jobbing $6.00 w","Washing & Ironing",0,0,1
"2846",3,2,1,1,2,"Labourer $4.50 Wee","keeps the house",0,1,1
"2847",11,9,2,10,1,"Laborer $6.75 ","unemployed",0,7,3
"2848",6,3,3,5,1,"Labourer $5 Wee","keeps the house",0,3,2
"2852",6,3,3,6,0,"Jobbing  $6.00","House work at home",0,1,1
"2854",12,7,5,12,0,"Barber Bleeder & dentist  $1000 y","Dress Maker",0,0,8
"2855",2,1,1,0,0,"Jobbing $7.00","Unemployed",0,1,1
"2859",9,7,2,2,7,"Brick Maker $6 w","unemployed",0,4,1
"2860",11,4,7,10,1,"Whitewashing  $5.00 w","Washing",0,1,1
"2861",5,2,3,5,0,"Laborer in Lumber Yard  $6m","Washing and ironing",0,2,0
"2863",8,4,4,2,6,"Foreman in Lumber Yard $6.00 w","Washing",0,4,3
"2864",6,2,4,6,0,"Whitewasher $5 w","Washing & Ironing",0,0,5
"2865",4,2,2,4,0,"Carter $6/00 w","Washing",0,2,0
"2866",11,5,6,11,0,"Hod Carrier $6.75 w","Washing",0,4,0
"2867",3,1,2,3,0,"Brick Maker $6.00 w","House Cleaning",1,0,0
"2870",6,2,4,6,0,"Brick Yard $30 mo","House Cleans",0,2,1
"2872",4,2,2,1,3,"Public Porter $5 w","General Work $3 w",0,1,0
"2873",5,2,3,5,0,"Jobbing $5 w","House Cleans",0,0,4
"2874",3,2,1,2,1,"Laborer $5.00 wee","Washing $2.00Wee",0,1,0
"2875",4,2,2,4,0,"Hair Dresser $37.00 mo","Unemployed",0,0,3
"2876",4,2,2,4,0,"Carter $6.00 w","House Cleaning",0,0,3
"2877",4,1,3,2,2,"General Jobbing $5 w","Washing",1,1,1
"2879",7,4,3,5,2,"Labour $5 Wee","Washing $2 Wee",2,0,0
"2880",5,3,2,3,2,"Waiter","Washing & Ironing",0,0,1
"2882",2,1,1,0,2,"B. Maker, Homony $20mo","Washing & Ironing",0,2,1
"2883",2,1,1,1,1,"Waiter $14mo","Washing & Ironing $2.00w",0,0,1
"2887",2,1,1,0,2,"Seaman 20mo","Washing & Ironing",0,2,0
"2888",8,1,7,8,0,"Waiter $12mo","Washing & Ironing $12mo",0,3,1
"2890",7,5,2,6,1,"Porter $4w","Washing & Ironing",0,0,2
"2891",3,2,1,1,2,"Laborer","Washing",1,0,0
"2892",8,6,2,0,0,"House Carpenter 14w","House Work",0,0,6
"2893",4,1,3,4,0,"botanic Physician  $320y","House Work",0,0,0
"2894",11,7,4,11,0,"Stove & Furniture Dealer $2500y","Ladies Apparel $300y",0,0,7
"2895",7,4,3,7,0,"Hostler $12mo","Washing & Ironing $10mo",0,0,2
"2897",7,2,5,3,4,"Waiter $10mo","Washing & Ironing",0,2,0
"2898",3,1,2,1,2,"Wood Sawyer","2 Washing & Day Work",0,1,0
"2899",6,4,2,4,2,"Boot Cleaner $6w","Washing & Ironing",0,0,4
"2901",5,3,2,5,0,"Sail Maker $5w","Washing & Ironing",0,0,4
"2902",6,3,3,0,5,"Laborer","Cuts Rags",0,2,0
"2904",6,3,3,0,0,"Clothes Dealer $14w","House Work",0,6,3
"2905",4,2,2,2,2,"Porter $5.00w","Washing & Ironing",0,3,2
"2908",4,2,2,2,2,"Laborer $6w","Tailoress",0,0,4
"2909",6,3,3,4,2,"Waiter 15mo","weakly",0,0,3
"2911",6,3,3,6,0,"Laborer $4w","Washing & Day Work $15qt",0,0,3
"2912",5,4,1,0,5,"Brick Mason $7.50w","Dress Maker $3.00w",0,5,0
"2913",2,1,1,0,2,"Sailor","Cook $1.50w",0,0,0
"2914",5,2,3,3,2,"Steward on Steam Ship $25mo","Washing & Ironing $18qt",0,0,2
"2918",6,1,5,3,3,"Seaman $20mo","Washing & Ironing",0,0,0
"2919",4,3,1,3,1,"Assembly Rooms $30mo","House Work",0,2,1
"2920",2,1,1,0,2,"Porter 3.00w","1 cuts rags",0,1,0
"2921",3,1,2,0,3,"Seaman 20mo","Washing & Ironing",0,1,0
"2923",7,4,3,4,3,"Black Smith 5w","Washing $12mo",0,0,6
"2924",3,1,2,0,3,"Coal Carrier","2 Cut Rags",0,0,0
"2926",4,1,3,1,3,"B Maker & Jobbing $24mo (5mo)","Days Work",0,0,1
"2927",3,1,2,0,3,"Dealer Hominey $6w","Shop (cakes)",0,2,1
"2928",6,4,2,0,6,"Laborer $4w","Washing & Ironing",0,0,0
"2929",2,1,1,0,2,"Rag & Bone","Days Work",1,0,0
"2930",8,2,6,4,4,"Hair Dresser 28mo","Washing",0,3,2
"2932",2,1,1,2,0,"Laborer 4w","Washing & Ironing",0,0,2
"2934",5,2,3,5,0,"Laborer","House Work",0,1,1
"2935",9,4,5,8,1,"Brick Yard (7mo) 28m","Homoney Dealer",0,0,0
"2936",2,1,1,2,0,"Laborer $4w","Washing & Ironing",0,0,0
"2937",2,1,1,0,2,"Hat Presser $6w","washing & Ironing",0,0,0
"2939",1,0,1,1,0,"Laborer $4 w","Carpet rags ball to sell 50cts w",0,1,0
"2943",0,2,1,1,1,"Drayman 6.00w","Sewing is Weakly",1,0,1
"2944",4,1,3,2,2,"Waiter","Washing Days Work",0,0,0
"2945",2,1,1,2,0,"Jobbing","Cuts Rags weakly",0,0,0
"2946",5,2,3,2,3,"Laborer $5w","Washing & Ironing",0,3,0
"2947",5,1,4,3,2,"Seaman $20mo","Washing & Ironing",0,2,0
"2949",11,3,8,10,1,"Stove Dealer 450y","Washing & Ironing",0,5,3
"2951",8,4,4,1,7,"Public Porter 8w","House Work",0,0,6
"2952",5,1,4,3,2,"Laborer $4w","Washing etc. $1.00w",0,2,1
"2953",3,1,2,3,0,"Public Waiter 20mo","Dress Maker $2.50w",0,2,1
"2955",2,1,1,0,2,"Rag & Bone","Sick",0,0,0
"2957",5,2,3,1,4,"Stove Dealer 750y","S.Hand Clothes & Furniture Shop $350y",0,0,1
"2958",5,4,1,3,2,"Hod Carrier","Washing Days Work",2,1,0
"2960",3,2,1,0,3,"Carter $5w","House Maid",0,0,1
"2961",2,1,1,2,0,"Waiter 12mo","Washing & Ironing",0,0,0
"2962",10,6,4,10,0,"Brick Yark 28mo","Washing & Ironing",0,4,1
"2964",2,1,1,1,1,"Stove Store (in) $5w","Cooking  $1.50w",0,0,0
"2965",3,2,1,0,3,"Seaman 20mo","Washing & Ironing",0,0,2
"2966",5,3,2,3,2,"Dealer in Tobacco $500y","House Work",0,0,3
"2967",4,2,2,3,1,"Laborer","Days Work",0,0,0
"2968",3,2,1,1,2,"Jobbing $4wk","Washing & Ironing",0,0,0
"2969",2,1,1,0,2,"Black Smith $10w","Washing & Ironing",1,0,0
"2970",7,3,4,1,6,"Coachman $16mo","Seamstress",1,5,2
"2972",3,2,1,3,0,"School Teacher","Washing",0,2,1
"2973",6,3,3,4,2,"Public Waiter $5.00w","At Home",0,4,3
"2974",3,2,1,0,3,"Rag &Bone","Rag & Bone",0,0,0
"2975",4,2,2,0,4,"2 Work in Market","Rag & Bone",1,0,0
"2976",6,2,4,6,0,"Laborer $7w","House Work",0,1,0
"2977",5,2,3,0,5,"1 Porter 1 Cabinet Maker $7.00w","Washing & Ironing",0,0,0
"2978",7,4,3,5,2,"Laborer $4w","Washing & Ironing",0,0,1
"2979",4,1,3,2,2,"Rag & Bone","Rag & Bone",0,0,0
"2980",2,1,1,0,0,"Jobbing $4w","Washing & General Work",0,1,0
"2981",5,3,2,3,2,"Works in Mahogany Mill $6w","at Home is (weakly)",0,1,0
"2982",7,2,5,7,0,"Laborer $5w","Washing & Ironing",0,1,0
"2983",6,3,3,2,4,"Seaman $20mo","Washing & Ironing",0,1,0
"2984",3,1,2,0,3,"Waterman $12mo","1 Cooking $1.25w",0,0,0
"2986",3,2,1,3,0,"Laborer 4w","Washing & Ironing",0,0,2
"2987",3,1,2,1,2,"Hair Dresser & Musician $500y","House Work",0,3,2
"2988",3,1,2,0,3,"Whitewasher 250y","Washing & Cleaning",0,1,0
"2990",2,1,1,2,0,"Jobbing 2w","Washing",0,2,0
"2991",2,1,1,0,2,"Porter in Store $6w","Washing & Ironing $18mo",0,2,1
"2992",4,1,3,1,3,"Sailor $18mo","Days Work",0,3,2
"2993",3,2,1,0,0,"Laborer $5w","House Keeper",0,2,0
"2994",4,2,2,2,2,"Waiter $12mo","Washing",0,0,1
"2996",3,2,1,1,2,"Public Waiter $28mo","Washing & Ironing",0,2,1
"2997",2,1,1,1,1,"door Mat Maker $4.50w","door Mat Maker",0,2,1
"2999",9,7,2,8,1,"Homany Dealer $8w","Washing & Ironing",0,0,4
"3000",5,1,4,5,0,"Engineer 20mo","Washing & Ironing",0,0,0
"3001",4,1,3,3,1,"Waiter $12w","Washing & Ironing",0,2,1
"3003",4,1,3,0,4,"Waiter 10mo","Seamstress $3.00w",0,0,3
"3005",3,1,2,3,0,"Laborer $4w","Washing & Ironing",0,0,2
"3006",3,2,1,2,1,"Jobbing $2w","Washing & Ironing",0,2,1
"3008",5,3,2,3,2,"Tailor Store (in) 7w","Washing & Sewing",0,0,3
"3009",9,3,6,0,0,"Minister (Bishop)","House Work",0,0,5
"3010",4,1,3,2,2,"Hod Carrier","at home wants work",0,0,0
"3012",2,1,1,0,2,"Wood sawyer $4w","Washing & Ironing",0,0,0
"3013",2,1,1,1,1,"Sailor 18mo","Washing & Ironing",0,0,2
"3014",5,1,4,2,3,"Left here for Liverpool last May has not been heard of","Washing & Ironing $10mo",0,4,1
"3015",2,1,1,0,2,"Laborer $5w","Washing & Ironing",0,0,0
"3016",3,2,1,3,0,"Waiter $15mo","Washing & Ironing",0,2,1
"3017",3,1,2,1,2,"Porter $4w","Washing & Ironing",0,0,1
"3018",3,2,1,1,2,"Rag & Bone","Cuts Rags",0,0,0
"3020",6,3,3,1,5,"Laborer $3w","at home weakly",0,0,4
"3021",7,2,5,4,3,"Waiter 30mo","Millinery Store 250y",0,0,5
"3022",2,1,1,0,2,"Laborer $5w","Mantua Maker  $3.00w",0,0,2
"3023",4,2,2,4,0,"Seaman 20mo","Sewing",0,0,3
"3024",5,2,3,2,2,"Laborer $3w","Washing & Ironing",0,2,1
"3025",6,2,4,6,0,"Public Porter $5w","Makes Carpet Rags",0,2,1
"3027",2,1,1,1,1,"Boot Blacker $12mo","House Keeper",0,1,1
"3028",7,3,4,6,1,"Rag & Bone","Rag & Bone",0,0,2
"3029",3,1,2,0,3,"Carter $5w","2 Cooks $1.50w each",0,2,0
"3030",2,1,1,0,2,"Sink Cleaner $4w","Washing",0,0,0
"3031",3,1,2,2,1,"Boot Maker $5w","Washing & Ironing",0,0,2
"3032",2,1,1,0,2,"Waiter","Plain Sewing",0,1,0
"3034",3,1,2,1,2,"Laborer $5w","Washing & Ironing $1.50w",0,1,0
"3037",2,1,1,0,2,"Laborer $4w","Cook $1.50w",0,1,0
"3038",3,1,2,1,2,"Porter $4.00w","at home",0,0,1
"3039",6,3,3,3,3,"2 Porters","takes Children to board $1.75w",0,2,0
"3040",3,1,2,1,2,"Laborer $3.50w","Washing & Ironing 300y",0,3,1
"3045",5,2,3,3,2,"Porter 4w","Washing",0,0,3
"3047",2,1,1,1,1,"Porter in Store 5w","House Work",0,1,0
"3048",3,1,2,2,1,"B.maker & Jobbing 6 mo $24mo","Washing Days Work",0,0,1
"3050",2,1,1,0,2,"Jobbing","Washing & Ironing",0,0,0
"3053",3,1,2,1,2,"Porter $8w","Washing & Ironing",2,2,1
"3054",3,2,1,1,2,"Carter $6w","Washing & Ironing",0,0,0
"3055",3,1,2,3,0,"Brick Maker $20mo","Plain Sewing $1.00w",0,0,1
"3056",3,1,2,0,3,"Keeps Hogs","Washing & Ironing One Cooking 75cts w",3,1,0
"3057",12,5,7,9,2,"Wood Sawyer $3w","Washing",0,0,1
"3058",2,1,1,2,0,"Laborer","Cuts Carpet Rags &c",0,2,1
"3061",6,1,5,1,5,"Porter in Store $6w","unemployed, house work at home",0,1,2
"3062",6,2,4,6,0,"Waiter in Oyster Saloon $6.00w","Days Work, Sewing",0,0,3
"3063",3,2,1,3,0,"Waiter 14mo","Washing & Ironing",0,0,3
"3064",9,3,6,8,1,"Wood Sawyer $2.50w","Days Work",0,4,2
"3065",3,2,1,2,1,"Musician etc $600y","Seamstress $40y",0,0,3
"3066",6,2,4,4,2,"2 Waiters (each) $12 mo","Cook $2.00w",0,0,2
"3067",3,1,2,1,2,"Carman (his own) 8.00 w","1Washing $10mo 1 Cook $1.25 ",0,3,2
"3068",6,2,4,6,0,"Waiter on Steam Boat 15mo","Washing & Ironing",0,4,3
"3071",2,1,1,0,2,"Raises Hogs $100y","House Work",0,0,1
"3072",6,3,3,4,2,"Carter $5w","Washing & Ironing",0,0,0
"3075",3,1,2,3,0,"Seaman $20mo","Washing & Ironing",0,2,0
"3077",4,2,2,3,1,"Jobbing etc","Rag & Bone",0,0,0
"3079",4,2,2,2,2,"Porter in store $5w","Washing & Ironing",0,2,0
"3080",3,2,1,1,2,"Brick Yard 28mo","Washing & Ironing",0,1,0
"3081",12,5,7,1,11,"Laborer $3w","Washing & Ironing $10mo",0,0,0
"3082",2,1,1,1,1,"Rag Picker $2w","Washing & Ironing",0,1,0
"3084",3,1,2,1,2,"Jobbing $3w","Washing & Ironing",0,0,1
"3089",2,1,1,0,2,"Waiter 12mo","Seamstress",0,0,1
"3090",2,1,1,2,0,"Porter $3.50w","Washing & Ironing $10mo",0,2,0
"3092",3,1,2,1,2,"Brick Maker & Oysterman 350y","Midwife Sewing 200y",0,0,3
"3093",3,1,2,2,1,"Dealer in Medicines etc","Works at Home",0,0,2
"3094",2,1,1,2,0,"Jobbing","Washing etc",0,0,0
"3096",3,1,2,1,2,"Porter in Store $6w","Washing & Ironing",0,0,1
"3097",3,2,1,1,2,"Carter his own $6w","Washing & Ironing",0,0,2
"3098",2,1,1,1,1,"Rag & Bone","Rag & Bone",0,1,0
"3099",2,1,1,2,0,"Carting & Night Work $3.50w","Days Work",0,0,0
"3100",5,1,2,23,2,"Public Waiter 28mo","House Work",0,0,4
"3101",2,1,1,1,1,"Hod Carrier $3.00w","Days Work",0,2,1
"3102",6,2,4,3,3,"Porter $5w","Washing & Ironing",0,3,1
"3103",4,1,3,1,3,"Public Waiter 20mo","Washing & Ironing",0,0,1
"3104",4,1,3,1,3,"Porter in Store $6w","unemplyed, house work at home",0,1,1
"3105",4,2,2,2,2,"Jobbing $4w","Washing & Ironing",0,0,0
"3106",5,3,2,3,2,"Laborer $6w","Washing",1,0,2
"3107",4,2,2,4,0,"Porter","Days Work",0,0,0
"3108",2,1,1,2,0,"Cobbler $4w","Cooking ( Occasionally)",0,2,0
"3109",3,2,1,1,2,"Laborer $2.00w","Washing & Days Work",0,0,2
"3110",3,1,2,1,2,"Laborer $2.50w","Washing",0,2,1
"3111",2,1,1,1,1,"Waiter 16mo","Washing & Ironing",0,2,1
"3112",5,2,3,3,2,"Porter 3.00w","Days Work",1,0,2
"3115",3,2,1,1,2,"Rag & Bone","Rag & Bone",0,1,0
"3116",5,1,4,3,2,"Waiter in Oyster Cellar $5w","Washing & Ironing",0,0,1
"3117",2,1,1,0,2,"Hair Picker $6w","Washing",1,0,0
"3118",3,2,1,1,2,"Works on Wharf","Cuts Rags",0,0,0
"3119",2,1,1,0,2,"B. Maker (6 mon) $30mo","Weakley",0,1,0
"3120",4,2,2,2,2,"House Carpenter 5w","Washing & Ironing",0,0,1
"3121",2,1,1,0,2,"Jobbing","Weakly",0,0,0
"3123",5,3,2,5,0,"Waiter $12mo","Wasing & Ironing",0,0,2
"3124",8,4,4,8,0,"Sail Maker $6w","Washing & Ironing",0,0,4
"3126",6,2,4,1,5,"Public Waiter & Porter 8w","Washing",1,0,5
"3127",8,3,5,0,8,"Works on Wharf","Days Work",0,0,0
"3128",2,1,1,0,2,"Confectionary $10w","Baker (cakes)",0,0,1
"3129",3,2,1,0,3,"2 Work in Market","Days Work",0,2,1
"3131",6,4,2,4,2,"Oysterman $3w","Washing & Ironing",0,1,0
"3132",8,3,5,5,3,"Porter $2.50w","2 Washing & Sewing",0,0,5
"3133",4,3,1,2,2,"Fiddler","at Home",0,0,2
"3134",2,1,1,0,2,"Rag & Bone","Rag & Bone",0,0,0
"3135",5,4,1,4,1,"Preacher 175y","Washing & Ironing",0,0,2
"3136",3,2,1,0,3,"House Carpenter $2.50w","at home (weakly)",3,2,1
"3137",4,1,3,2,2,"Coachman $15mo, out of ? 3 mo","Keeps bake shop",0,2,1
"3138",7,3,4,6,1,"Porter in Store $5.50w","Washing & Ironing",0,3,2
"3139",2,1,1,0,0,"Sail Maker 14w","House Work",0,0,1
